"","study_id","study_title","source","abstract","keywords","doi","url","longitude","latitude","country","ecosystem_type_main","research_type"
"58","rayyan-674261231","Land-use impact on plant communities in semi-natural sub-alpine grasslands of Budalen, central Norway","BIOLOGICAL CONSERVATION","Sub-alpine, semi-natural grasslands induced by mountain summer farming in Budalen, central Norway, can be divided into two main habitats: small enclosures at each summer farm site, and the pastures surrounding them. Enclosures are exposed to different land-use regimes including grazing, mowing, fertilisation and soil disturbance. Pastures have never been fertilised or ploughed and the current grazing pressure is moderate. All investigated pastures are former haymaking areas. Higher conservation values of pastures compared to enclosures is reflected both in patterns of species richness and the occurrence of vulnerable species. Higher species richness in pastures is related to lower nutrient levels, lower loss of ignition in the soil, and higher levels of pH. Vulnerable species are concentrated in species-rich pastures, and have tow local abundance and regional distribution. Enclosures reflect a complexity in land-use, were the effects of mowing, fertilising and ploughing on plant community patterns could not be separated. Tree and shrub species are common in both habitats, and indicate a successional invasion of woody species. Maintenance of land-uses that have created semi-natural grasslands in the long term perspective (grazing, cutting of trees and shrubs, and mowing) is necessary to prevent forest succession, and a prerequisite for future conservation of sub-alpine, semi-natural grasslands. (C) 1998 Elsevier Science Ltd. All rights reserved.","semi-natural sub-alpine grasslands and plants and biodiversity and land-use and species richness and vulnerable species and SOIL FERTILITY and MANAGEMENT and DYNAMICS and Norway","10.1016/S0006-3207(98)00071-8     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/S0006-3207(98)00071-8",10.421906,63.446827,"Norway","Semi-natural ecosystems","Observational studies"
"59","rayyan-674265712","High diversity of saproxylic beetles in a hemiboreal mixed forest reserve in the south of Norway","SCANDINAVIAN JOURNAL OF FOREST RESEARCH","Altogether 335 species of saproxylic beetles were collected by Malaise, window and emergence traps in a 33 ha forest reserve in southern Norway, during the years 1992-1997. Most species are associated with deciduous trees, particularly oak, and the majority depend on decayed wood or fungi. The forest is a mixture of Norway spruce and deciduous trees and is characterized as being very close to a primeval forest. Sixty-two species of the collected beetles are assumed to be threatened or rare in Scandinavia, 52 species are on the Red Data List in Sweden and 43 species are suggested for a similar list in Norway. Fifteen species are on a list of species threatened in the Nordic region. Compared with other thoroughly sampled forest reserves in Fennoscandia, the forest investigated had one of the richest saproxylic beetle communities known to date. The main reasons for this are assumed to be the abundance of dead wood, the diverse tree composition and the fact that the area had been inaccessible for forest harvesting due to the lack of transportation for timber.","biodiversity and forest reserve and saproxylic beetles and DEAD WOODY MATERIAL and COLEOPTERA","10.1080/02827589950152719     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1080/02827589950152719",10.421906,63.446827,"Norway","Forest","Observational studies"
"60","rayyan-674258252","Diversity of coleoptera of the bracket fungus Fomitopsis pinicola in a Norwegian spruce forest","BIODIVERSITY AND CONSERVATION","The beetle fauna of 299 sporocarps of the bracket fungus Fomitopsis pinicola in a 200 ha spruce forest in southeastern Norway was investigated in relation to sporocarp, tree and forest variables. The sporocarps contained 36 species of beetles, of which six species are on the Norwegian Red List. Of 12,373 individual beetles collected, 91% were Cis glabratus. Plots of species accumulation curves suggested that there may be more than 60 beetle species present in F. pinicola in the area, but that probably all the specialist Ciidae were found. The major factor influencing beetle diversity turned out to be the level of dead wood at and in the vicinity of the sampling site, with a higher number of species per unit volume of sporocarps in areas with high levels of dead wood. There were also significantly more red-listed species in those areas. Analysing the species occurrence with stepwise logistic regression, we show preferential habitat selection of the six most abundant species of Ciidae. Conservation of beetles associated with bracket fungi using amount of dead wood as a surrogate measurement is discussed.","coleoptera and dead wood and eastern Norway and Fomitopsis pinicola and species diversity and BOLITOPHAGUS-RETICULATUS COLEOPTERA and FOMES-FOMENTARIUS APHYLLOPHORALES and PIPTOPORUS-BETULINUS and SAPROXYLIC BEETLES and TENEBRIONIDAE and POLYPORACEAE and NORWAY and BIODIVERSITY and POPULATION and SIZE and Trees and Fungi","10.1023/A:1008927410513     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1023/A:1008927410513",10.421906,63.446827,"Norway","Forest","Observational studies"
"61","rayyan-674259933","High mountain ecosystems and landscape degradation in northern Norway","MOUNTAIN RESEARCH AND DEVELOPMENT","The influence of reindeer pasturing on high mountain ecosystems in northern Norway was investigated using a landscape-ecological analysis. The most visible impacts of overgrazing are On the vegetation. In addition, soils and humus have been changed due to morphodynamic processes induced to a large extent by reindeer pasturing. Degradation of the high mountain landscapes within the last 30 years is described on 3 spatial levels: large-scale effects at specific localities, linear effects along reindeer fences, and small-scale effects on the altitudinal zonation of entire mountain systems. The structure of the ecosystem ha changed completely due to reindeer pasturing, which has resulted in landscape degradation under great pasturing pressure. The processes that influence the ecosystem as a function of different pasture intensities are described and show a complex correlation and interaction between the ecofactors. These include destruction of vegetation cover, reduction of roof density, erosion of humus and mineral soil horizons, reduction of soil moisture and soil stability, and changes in plant species composition. On the whole, degradation leads to a depression of the altitudinal belts, indicated by the new organization of the ecosystems. It can be concluded that reindeer herding at current levels is a destructive form of land use in the northern Norwegian high mountains and hence is not sustainable. The author believes that destruction of the natural environment could be reversed, although this is not to be expected.","landscape ecology and high mountains and reindeer and herding grazing and landscape degradation and Norway and Mountaineering","10.1659/0276-4741(2000)020[0356:HMEALD]2.0.CO;2     WE  - Conference Proceedings Citation Index - Science (CPCI-S)     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1659/0276-4741(2000)020[0356:HMEALD]2.0.CO;2",10.421906,63.446827,"Norway","Mountains, Polar ecosystems / arctic tundra","Observational studies"
"62","rayyan-674266889","Impacts of experimental habitat fragmentation on ground beetles (Coleoptera, Carabidae) in a boreal spruce forest","ANNALES ZOOLOGICI FENNICI","A fine-scale fragmented ar ea (twenty-two 40 x 40 m clear-cuts) and a coarse-scale fragmented area (three 150 x 150 m clear-cuts) were created in a spruce forest in Norway during 1995-1996. Before and after the logging, in 1994 and 1997 respectively, ground beetles were sampled in pitfall traps between the clear-cuts and from an untouched control area. Seven eurytopic forest species accounted for 99% of the catch. In the fine-scale fragmented area the abundance of Leistus terminatus was significantly negatively affected by fragmentation, whereas in the coarse-scale fragmented area L. terminatus, Trechus obtusus and Calathus micropterus were significantly negatively affected. No clear indications of area or edge effects were found. Isolation effects probably were minimal. The ambiguity in the explanation of the results is likely to be due to species-specific and complex responses to the different aspects of habitat fragmentation.","CONIFEROUS FOREST and CARABID BEETLES and CONSERVATION and ORDINATION and SURVIVAL and CLASSIFICATION and INVERTEBRATES and COMMUNITIES and POPULATIONS and COLEOPTERA",NA,"https://doi.org/NA",10.421906,63.446827,"Norway","Forest","Observational studies"
"63","rayyan-674258905","Cumulative impacts of tourist resorts on wild reindeer (Rangifer tarandus tarandus) during winter","ARCTIC","Potential avoidance by wild reindeer (Rangifer tarandus tarandus) of high-altitude tourist resorts during winter was investigated in and near Rondane National Park in Norway. Distribution of reindeer was mapped using systematic snowmobile surveys during 1991-96 and compared with results from investigations of snow and vegetation characteristics. Maternal reindeer avoided a 10 km zone around the resort. Cows and calves increased in density from 0.6 +/- 0.6 reindeer km(-2) at 5-10 km from the resort to 7.6 +/- 2.2 reindeer km(-2) at 15-25 km from the resort. Bulls and yearlings were more tolerant, constituting nearly 92% of all observed animals 5-10 km from the resort. Nearly all animals avoided the zone within 5 km of the resort. There were no significant differences in distribution of lichen heath, hardness of snow, integrated ram hardness index (IRH) values, or snow depths on ridges with increasing distance from the resort. Available biomass of lichens was ca. 1200 g m(-2) 0-5 km from the resort and decreased to a low of ca. 250 g m(-2) at 15-25 km distance, a pattern that probably reflects overgrazing as a result of avoiding the tourist resort. Such avoidance implies reduced forage intake during winter, substantial reduction in available habitat, and lower productivity of the herd. The results suggest that avoidance by wild animals of sources of anthropogenic disturbance may involve long-term impacts, such as reductions in carrying capacity, that are more serious than those expected from direct physiological stress.","avoidance and development and disturbance and EIA and grazing ecology and lichen and reindeer and Rangifer and snow and tourism and BREEDING BIRD POPULATIONS and OIL-FIELD and ENERGY EXPENDITURES and ACTIVITY BUDGETS and CALVING CARIBOU and PRUDHOE BAY and SNOW and DISTURBANCE and NORWAY and ALASKA",NA,"https://doi.org/NA",10.421906,63.446827,"Norway","Mountains","Observational studies"
"64","rayyan-674230327","Choice of metrics matters Future scenarios on milk and beef production in Norway using an LCA approach","Livestock Science","The consumption of dairy and beef products is expected to increase globally in the future, and at the same time, food must be produced in a more sustainable way, including reduced greenhouse gas (GHG) emissions, avoided feed-food competition, and reduced biodiversity loss. The purpose of the study was to a) provide an overall life cycle assessment (LCA) of these impacts for various future milk and beef production systems in Norway and b) determine how the choice of metrics for climate change affects the results. System boundaries were from cradle to farm gate and the temporal boundary was 2017 with future scenarios for 2040. The actual production and consumption in Norway in 2017 was used as a baseline (BL), and the sustainability of future Norwegian domestic production of milk and beef was assessed through three scenarios for 2040: 1) a trend yield scenario (TrendY) based on an expected increase in milk yield following the present trend, 2) a high yield scenario (HighY) with higher increase in the milk yield per cow per year than the trend, and 3) a low yield scenario (LowY) where the milk yield per cow per year was adjusted for covering the domestic demand for beef solely from dual-purpose production and no domestic specialized beef production. The beef production per dual-purpose cow was kept constant and the remaining domestic demand in scenario 1 and 2 were covered by specialized beef production. Climate change was assessed using both a GWP100 and a GWP* approach. The HighY scenario had the lowest impact on climate change using GWP100, but when taking the different behaviors of short- and long-term climate pollutants into account (GWP*), the ranking of the future scenarios changed and favored LowY. The potential biodiversity loss was lower for the LowY scenario because the proportion of concentrates in the dairy cow ration was decreased due to lower milk yield. Similarly, the feed-food competition was lower (land use ratio < 1) for the LowY. The results of our study suggest that the choice of metric for GWP and time frame highly affects the results and conclusions and strategies for climate smart and sustainable livestock production should therefore be made with caution. © 2023","Biodiversity and Climate change and Dual-purpose dairy and beef and GWP* and Land use ratio and LCA and article and beef and benchmarking and biodiversity and climate and climate change and controlled study and cow and dairy cattle and greenhouse gas and greenhouse gas emission and land use and life cycle assessment and livestock and milk and milk yield and nonhuman and Norway and Metronidazole and Milk Ejection","10.1016/j.livsci.2023.105393","https://doi.org/10.1016/j.livsci.2023.105393",10.421906,63.446827,"Norway","Forest, Mountains, Naturally open area under the tree-line, Semi-natural ecosystems","Conceptual work / scenarios"
"65","rayyan-674258334","Home range size and choice of management strategy for lynx in Scandinavia","ENVIRONMENTAL MANAGEMENT","Annual and seasonal home ranges were calculated for 47 Eurasian lynx in four Scandinavian study sites (two in Sweden and two in Norway). The observed home ranges were the largest reported for the species, with study site averages ranging from 600 to 1400 km(2) for resident males and from 300 to 800 km(2) for resident females. When home range sizes were compared to the size of protected areas (national parks and nature reserves) in Scandinavia, it was concluded that very few protected areas contained sufficient forest to provide space for more than a few individuals. As a direct consequence of this, most lynx need to be conserved in the multiuse seminatural forest habitats that cover large areas in Scandinavia. This conservation strategy leads to a number of conflicts with some land uses (sheep and semidomestic reindeer herding, and roe deer hunters), but not all (forestry and moose harvest). Accordingly research must be aimed at understanding the ecology of these conflicts, and finding solutions.","lynx and nature reserves and seminatural forest and conservation strategy and BIALOWIEZA PRIMEVAL FOREST and SPATIAL-ORGANIZATION and LARGE CARNIVORES and SNOW LEOPARDS and EURASIAN LYNX and SWISS ALPS and ROE DEER and CONSERVATION and POPULATION and PREDATION and Scandinavia",NA,"https://doi.org/NA",10.421906,63.446827,"Norway","Forest, Semi-natural ecosystems","Observational studies"
"66","rayyan-674258334","Home range size and choice of management strategy for lynx in Scandinavia","ENVIRONMENTAL MANAGEMENT","Annual and seasonal home ranges were calculated for 47 Eurasian lynx in four Scandinavian study sites (two in Sweden and two in Norway). The observed home ranges were the largest reported for the species, with study site averages ranging from 600 to 1400 km(2) for resident males and from 300 to 800 km(2) for resident females. When home range sizes were compared to the size of protected areas (national parks and nature reserves) in Scandinavia, it was concluded that very few protected areas contained sufficient forest to provide space for more than a few individuals. As a direct consequence of this, most lynx need to be conserved in the multiuse seminatural forest habitats that cover large areas in Scandinavia. This conservation strategy leads to a number of conflicts with some land uses (sheep and semidomestic reindeer herding, and roe deer hunters), but not all (forestry and moose harvest). Accordingly research must be aimed at understanding the ecology of these conflicts, and finding solutions.","lynx and nature reserves and seminatural forest and conservation strategy and BIALOWIEZA PRIMEVAL FOREST and SPATIAL-ORGANIZATION and LARGE CARNIVORES and SNOW LEOPARDS and EURASIAN LYNX and SWISS ALPS and ROE DEER and CONSERVATION and POPULATION and PREDATION and Scandinavia",NA,"https://doi.org/NA",17.062431988005,62.7342098610845,"Sweden","Forest, Semi-natural ecosystems","Observational studies"
"67","rayyan-674260042","Winter distribution of wild reindeer in relation to power lines, roads and resorts","BIOLOGICAL CONSERVATION","Southern Norway holds the last remaining population of wild reindeer (Rangifer tarandus tarandus) in Europe. Roads, railroads, and power lines have fragmented the original population into 26 separate herds. The reindeer populations are regulated directly according to availability of winter forage. These winter ranges, generally at lower elevations, are however, often subjected to development. Effects of infrastructure and associated human activity on the distribution of wild reindeer during winter were investigated in the Nordfjella mountain region of western Norway. Systematic aerial surveys of the distribution of ca. 2500 reindeer were conducted during late winter 1986-1998. Areas within 2.5 km from power lines were used less than available in 6 of the 8 sampling years, and areas beyond this zone more than expected. Density of reindeer was 79% lower within 2.5 km from power lines compared with background areas, and increased with increasing distance from infrastructure for comparable habitat. Available forage in terms of lichen cover declined 15-30-fold with distance, and was lowest in the undisturbed areas with the highest density of grazing animals. Areas within 5 kni from resorts or from roads and power lines in combination were avoided in all years. Continued construction of roads, power lines and cabin resorts endanger these available winter ranges, and hence the long term survival of the population. (C) 2001 Elsevier Science Ltd. All rights reserved.","disturbance and fragmentation and habitat and power lines and reindeer and roads and tourism and BAY OIL-FIELD and RANGIFER-TARANDUS and CALVING CARIBOU and PETROLEUM-EXPLORATION and CUMULATIVE IMPACTS and TERRAIN RUGGEDNESS and WOODLAND CARIBOU and ACTIVITY BUDGETS and NORTHERN ALASKA and BEHAVIOR","10.1016/S0006-3207(01)00082-9     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/S0006-3207(01)00082-9",10.421906,63.446827,"Norway","Mountains","Observational studies"
"68","rayyan-674265278","Epiphytic lichens in Norwegian coastal spruce forest historic logging and present forest structure","ECOLOGICAL APPLICATIONS","Current forestry policies worldwide aim at conserving and restoring biodiversity in managed forests. In this respect, epiphytic lichens have become a focal group in studies of how logging and silvicultural methods can be adjusted to mimic and restore old-growth conditions. We addressed this issue in a retrospective study in the coastal spruce (Picea abies) forest region of central Norway, surveying 31 old forest sites in order to relate a selected group of epiphytic macrolichens (Fuscopannaria ahlneri, Lobaria pulmonaria, L. scrobiculata, Nephroma spp., Platismatia norvegica, Pseudocyphellaria crocata, Ramalina thrausta, and Sphaerophorus globosus) to forest stand characteristics and previous logging history. The lichens were associated with brook ravines, F. ahlneri and P. crocata mostly so, being 10 times more abundant in ravine valley bottoms than on adjacent slopes and plateaus. All species used spruce trees as their main substrate, but L. pulmonaria, L. scrobiculata, and Nephroma spp. preferred scattered deciduous trees. Ramalina thrausta and S. globosus occurred more frequently on older trees and increased in number with increasing stand age. In ravine valley bottoms lichens tended to increase in number with increasing tree density (due to increased amount of branches), whereas the opposite was the case on slopes and plateaus (due to higher proportion of high-branched trees). All locations had been selectively cut two or more times during the last 100 yr, with a total harvested volume of 31-124% of present-day standing volumes. After controlling for covariation with stand structure, variables describing logging history (harvested volume, number of cuts, minimum standing volume, and years since last cut) did not explain significant parts of the variation in present-day abundance of the selected lichens. The results suggest that moderate selective cuttings may prove an acceptable management option to sustain viable lichen assemblages on private land.","boreal rain forest and central Norway and dendroecology and epiphytic lichens and forest management and logging history and DOUGLAS-FIR FOREST and OLD-GROWTH and PICEA-ABIES and WESTERN OREGON and REMNANT TREES and SWAN VALLEY and BOREAL and DIVERSITY and BIODIVERSITY and MACROLICHENS and Trees","10.1890/1051-0761(2001)011[0421:ELINCS]2.0.CO;2     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1890/1051-0761(2001)011[0421:ELINCS]2.0.CO;2",10.421906,63.446827,"Norway","Mountains","Observational studies"
"69","rayyan-674266145","Avoidance of cabins, roads, and power lines by reindeer during calving","JOURNAL OF WILDLIFE MANAGEMENT","We investigated possible avoidance behavior of calving semi-domesticated reindeer (Rangifer tarandus tarandus) near recreational cabins, roads, and power transmission lines in Repparfjord Valley, northern Norway. The distribution, sex, and general age composition of the reindeer were mapped during the 1998 and 1999 calving seasons (n=776 and n=678, respectively) using systematic snowmobile and ski surveys. Mean reindeer density within preferred habitat was 78% lower in the area <4 km from the tourist resort compared to the area >4 km from the resort (1.47 vs. 6.68 reindeer/km(2), respectively). Mean reindeer density by the power line corridor without traffic was 73% lower in the area <4 kin from the power line compared to areas >4 km from the power line for comparable habitat. Areas <4 kin from anthropogenic structures were avoided despite low levels of human traffic and a high proportion of preferred habitat. Within snow-free sites available for grazing, no significant differences occurred in phenological development of cotton-grass (Eriophorum spp.), in live:dead ratio of plant material, or in graminoid biomass with distance to the tourist resort. Almost 74% of all available forage was located within the avoided 0-4-km zones front the resort or the separate power line. Our results suggest that power lines, even without human traffic, may result in substantial reductions in the use of foraging areas. The combined actions of power lines, roads, and cabins may increase potential avoidance, thereby increasing the use of remaining undisturbed grazing grounds. Possible increased competition for high-quality forage may affect lactation, body condition, and, hence. reproductive success in the long term.","avoidance and calving and disturbance and forage and habitat and Norway and power line and Rangifer tarandus and recreation and reindeer and road and tourism and WILD REINDEER and BEHAVIORAL-RESPONSES and INDUSTRIAL-DEVELOPMENT and WINTER DISTRIBUTION and CUMULATIVE IMPACTS and TERRAIN RUGGEDNESS and PLANT PHENOLOGY and JET AIRCRAFT and CARIBOU and DISTURBANCE","10.2307/3803040     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.2307/3803040",10.421906,63.446827,"Norway","Polar ecosystems / arctic tundra","Observational studies"
"70","rayyan-674269396","Biodiversity and vegetation dynamics in the coastal heathlands of western Norway","NORDIC JOURNAL OF BOTANY","The heaths of Lygra, western Norway, were investigated, and 19 communities at the association level were distinguished. Distinct ecotypes of Ranunculus acris and Poa humilis and microspecies of Euphrasia were restricted to the grass heaths. No distinct ecotypes were found in the Calluna-dominated vegetation. It is suggested that the regular burning, which has been part of the management of the area, has activated the seed bank of the ericaceous heath, and thus maintained genetic diversity and slowed down ecotype differentiation. The grass heaths, with no combustible material, have been unaffected in this way. Permanent plots in the two dominant heath types, dry heath (Vaccinio-Callunetum) and wet heath (Ericetum tetralicis) were followed over six years and the data analysed using a modification of Jaccard's index, allowing for species abundances.","SCOPOLI POLLICH SCROPHULARIACEAE and SEED BANK and GRASSLAND MANAGEMENT and ECOTYPIC VARIATION and GENETIC-STRUCTURE and POPULATION","10.1111/j.1756-1051.2001.tb00770.x     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1111/j.1756-1051.2001.tb00770.x",10.421906,63.446827,"Norway","Naturally open area under the tree-line, Semi-natural ecosystems","Observational studies"
"71","rayyan-674231928","A stand level scenario model for the Norwegian forestry a case study on forest management under climate change","Silva Fennica","Carbon sequestration and income generation are competing objectives in modern forest manage-ment. The climate commitments of many countries depend on forests as carbon sinks which must be quantified, monitored, and projected into the future. For projections we need tools to model forest development and perform scenario analyses to assess future carbon sequestration potentials under different management regimes, the expected net present value of such regimes, and possible impacts of climate change. We propose a scenario analysis software tool (GAYA 2.0) that can assist in answering these types of questions using stand level simulations, detailed carbon flow models and an optimizer. This paper has two objectives: (1) to describe GAYA 2.0, and (2) demonstrate its potential in a case study where we analyze the forest carbon balance over a region in Norway based on national forest inventory sample plots. The tool was used to map the optimality front between the carbon benefit and net present value. We observed changes in net present value for different levels of carbon benefit as well as changes in optimal management strategies. We pre-dicted future changes in several forest carbon pools as well as albedo and illustrated the impact of gradual increase in forest productivity (i.e., due to climate warming). Having been updated and modernized from its previous version with increased attention to forest carbon and energy fluxes, GAYA 2.0 is an effective tool that offers multiple opportunities to perform various types of scenario analyses in forest management. © 2023, Finnish Society of Forest Science. All rights reserved.","carbon balance and climate change mitigation and forest planning and forest stand simulator and Carbon and Chelation and Computer Programs and Forest Management and Forestry and Maps and Norway and Tools and Climate change and Climate models and Computer aided software engineering and Computer software and Carbon balance and Case-studies and Climate change mitigation and Forest carbons and Forest planning and Forest stand and Forest stand simulator and Scenarios analysis and Stand levels and The net present value (NPV) and albedo and carbon sequestration and climate change and forest inventory and forest management and income distribution and scenario analysis and Trees","10.14214/sf.23019","https://doi.org/10.14214/sf.23019",10.421906,63.446827,"Norway","Forest","Conceptual work / scenarios"
"72","rayyan-674266176","Isolation and phylogenetic characterization of acidophilic microorganisms indigenous to acidic drainage waters at an abandoned Norwegian copper mine","ENVIRONMENTAL MICROBIOLOGY","The biodiversity of culturable acidophilic microbes in three acidic (pH 2.7-3.7), metal-rich waters at an abandoned subarctic copper mine in central Norway was assessed. Acidophilic bacteria were isolated by plating on selective solid media, and dominant isolates were identified from their physiological characteristics and 16S rRNA gene sequences. The dominant iron-oxidizing acidophile in all three waters was an Acidithiobacillus ferrooxidans-like eubacterium, which shared 98% 16S rDNA identity with the type strain. A strain of Leptospirillum ferrooxidans was obtained from one of the waters after enrichment in pyrite medium, but this iron oxidizer was below detectable levels in the acidic waters themselves. In two sites, there were up to six distinct heterotrophic acidophiles, present at 10(3) ml(-1). These included Acidiphilium-like isolates (one closely related to Acidiphilium rubrum, a second to Acidiphilium cryptum and a third apparently novel isolate), an Acidocella-like isolate (96% 16S rDNA identity to Acidocella facilis) and a bacterium that shared 94.5% 16S rDNA identity to Acidisphaera rubrifaciens. The other numerically significant heterotrophic isolate was not apparently related to any known acidophile, with the closest match (96% 16S rDNA sequence identity) to an acetogen, Frateuria aurantia. The results indicated that the biodiversity of acidophilic bacteria, especially heterotrophs, in acidic mine waters may be much greater than previously recognized.","IRON-OXIDIZING BACTERIA and THIOBACILLUS-FERROOXIDANS and LEPTOSPIRILLUM-FERROOXIDANS and PYRITE and ACIDIPHILIUM and TEMPERATURE and GENERATION","10.1046/j.1462-2920.2001.00234.x     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1046/j.1462-2920.2001.00234.x",10.421906,63.446827,"Norway","Rivers & lakes","Observational studies"
"73","rayyan-674260447","Key habitats in the Norwegian production forest: A case study","SCANDINAVIAN JOURNAL OF FOREST RESEARCH","This study investigated the forest history, structural characteristics, the presence of fungal species suggested to indicate ecological continuity in old-growth forest, and the species composition of saproxylic beetles in 30 old forest ""woodland key habitats"" (WKHs). and compared them with production forest in the same age-class in south-eastern Norway. No statistically significant differences in forest characteristics, community of saproxylic beetles or number of red-listed beetles were found between the WKHs and the production forest, probably owing to a combination of profound long-term logging and a lack of will to delineate sufficiently large WKHs in the one area with significantly less forestry impact. The study indicates the advantage of including forest history information in WKH selection where such data exist, and the importance of restoring habitats in heavily exploited forest landscapes.","Boreal forest and Coleoptera and conservation and forest history and indicator species and woodland key habitat and WOOD-INHABITING FUNGI and BOREAL FOREST and SAPROXYLIC BEETLES and SPRUCE FOREST and COLEOPTERA and CONTINUITY and INDICATORS and TREES and MANAGEMENT and DIVERSITY and Trees","10.1080/028275802753626818     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1080/028275802753626818",10.421906,63.446827,"Norway","Forest","Observational studies"
"74","rayyan-674260578","Performance of the endemic alpine herb Primula scandinavica in a changing European mountain landscape","ANNALES BOTANICI FENNICI","This paper reports on the performance of the red-listed Primula scandinavica, endemic to Scandinavia. The study took place in Jotunheimen, Norway. We evaluated occurrence, density and sexual reproduction variables (number of fertile individuals and number of seed capsules). Habitats were registered as land-cover categories (historical and current; broad habitat types) and habitat patch classes (semi-natural and natural; fine-grained habitat types). Spatial overlay analyses and maximum likelihood tests of generalized linear mixed models (GLMMs) were performed to assess the habitat quality of the land-cover categories and the habitat patch classes. In most (96%) of the observed occurrences the species was located at a site that had open vegetation 40 years ago but is now becoming forested or covered by shrubs. The highest densities of P. scandinavica were found in ""heathland"" and ""grassland in transition into woodland"", while the potential for sexual reproduction was highest in ""grassland"" and lowest in ""grassland in transition into woodland"". The results indicate that many of the populations in the study area are remnants and that the habitats of highest quality are semi-natural habitat patches. The changed land use practices in mountain areas have resulted and will result in fewer and smaller populations. However, as also climatic conditions will change it is not straightforward to predict the future performance of P. scandinavica.","LAND-USE and EXTINCTION and BIODIVERSITY and VEGETATION and SCENARIOS and REMNANT and RISK and Mountaineering","10.5735/085.052.0307     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.5735/085.052.0307",10.421906,63.446827,"Norway","Mountains, Semi-natural ecosystems","Observational studies"
"75","rayyan-674260716","Phellinus nigrolimitatus -: a wood-decomposing fungus highly influenced by forestry","FOREST ECOLOGY AND MANAGEMENT","In this study, we document the habitat (substrate) requirements of the red-listed fungus Phellinus nigrolimitatus and assess the effect of forest management (forest age, amount of dead wood), climatic zone, topography, forest type, and site productivity on the occurrence of this fungus. We investigated 159 sample sites with different histories of logging activity, in four climatic zones in SE Norway and recorded the fungus on 93 out of 4146 inspected logs in 33 of the 159 sites. The fungus was clearly most frequent on Picea abies (5.8%) but we also found it on five Pinus sylvestris logs (0.4%). The frequency of the species depended highly upon the decay class and diameter of the logs. We never found P. nigrolimitatus on recently dead logs and only once on a weakly decayed log. The frequency increased sharply on moderately decayed logs and even further on very decayed logs. We rarely found the species on small spruce logs, but found it on nearly a quarter of spruce logs in the diameter class >40 cm. P. nigrolimitatus exhibited a clear trend in being more frequent on spruce logs in highly productive sites compared to logs in sites of medium and low productivity. Furthermore, R nigrolimitatus showed a clear trend in being systematically more frequent from young to old-growth forest. When we related the frequency directly to the forest management history, as defined by the coarse woody debris profile, it turned out that the fungus was found on 35% of the suitable logs in the stands that had been unmanaged for several tree generations, while it was found on 4-9% of the suitable logs in managed forests. We found an average frequency reduction of 82% from natural forests to managed forests when we compared similar substrates. This frequency reduction in combination with reduced substrate availability suggests a population decline larger than 95% from the period before widespread logging, several centuries ago, until today. (C) 2003 Elsevier B.V. All rights reserved.","Phellinus nigrolimitatus and basidiomycota and red-listed species and coarse woody debris and INHABITING FUNGI and METAPOPULATION DYNAMICS and QUALITY and SPRUCE and NORWAY and MODEL and Fungi","10.1016/j.foreco.2003.07.004     WE  - Science Citation Index Expanded (SCI-EXPANDED)","https://doi.org/10.1016/j.foreco.2003.07.004",10.421906,63.446827,"Norway","Forest","Observational studies"
"76","rayyan-674267076","The importance of the farmland-forest edge for area use of breeding Hooded Crows as revealed by radio telemetry","ORNIS FENNICA","Twenty-six Hooded Crows (Corvus corone cornix) breeding in a fragmented farmland-forest landscape in southeastern Norway were radio-tracked between April and June in three years. The 95 % home range size averaged 0.15 km(2). The proportional distribution of habitat categories in the home ranges was compared with that in the landscape; EDGE (forest <30 m from open habitats) and FIELD (mainly pastures and gardens) ranked first, followed by CROP (farmland ploughed annually), OLD (forest >30 m from open habitats) and YOUNG (clear-cuts and young planted forest). The same ranking was found when the habitats used were compared with those available within the home ranges. Crows devoted more time to perching, mostly in EDGE, than to foraging, mostly in FIELD and CROP. Use of EDGE increased with increasing availability of EDGE in the home range, but the crows used EDGE more than expected from availability only as long as the proportion of EDGE was <0.40. Home range decreased as the proportion of EDGE in the home range increased. The results suggest that an increase in the farmland-forest edge-to-area ratio may increase the density of breeding Hooded Crows, and thus increase the predation risk on bird nests in edge habitats.","ARTIFICIAL GROUND NESTS and HABITAT USE and HOME-RANGE and AMERICAN CROWS and PREDATION and BIRDS and FRAGMENTATION and LANDSCAPE and ECOTONES and SIZE",NA,"https://doi.org/NA",10.421906,63.446827,"Norway","Forest, Semi-natural ecosystems","Observational studies"
